name,mass,fall,year,reclat,reclong
Allan Hills 85152,36.4,Found,1985,-76.84284,156.47912
Allan Hills 85135,11.6,Found,1985,-76.84277,156.40228
Allan Hills 85057,0.8,Found,1985,-76.8422,156.44009
Allan Hills 85064,3.7,Found,1985,-76.84218,156.39302
Allan Hills 85061,2,Found,1985,-76.84217,156.39145
Allan Hills 85102,12.6,Found,1985,-76.84062,156.3701
Allan Hills 85069,4.6,Found,1985,-76.8404,156.42909
Allan Hills 85060,0.5,Found,1985,-76.84005,156.22913
Allan Hills 85095,32.5,Found,1985,-76.84001,156.18101
Allan Hills 85029,388.8,Found,1985,-76.83961,156.40872
Allan Hills 85099,7.1,Found,1985,-76.83955,156.19667
Allan Hills 85051,4.9,Found,1985,-76.83928,156.46772
Allan Hills 85001,212.3,Found,1985,-76.8389,156.45213
Allan Hills 85146,39.7,Found,1985,-76.83877,156.16673
Allan Hills 85070,12.9,Found,1985,-76.83832,156.33708
Allan Hills 85036,231.5,Found,1985,-76.83831,156.33386
Allan Hills 85023,438.5,Found,1985,-76.83755,156.41507
Allan Hills 85009,46.6,Found,1985,-76.83697,156.14036
Allan Hills 85114,11.4,Found,1985,-76.83682,156.45274
Allan Hills 85008,32.1,Found,1985,-76.83662,156.14151
Allan Hills 85156,32,Found,1985,-76.83646,156.45113
Allan Hills 85142,50.8,Found,1985,-76.83635,156.34682
Allan Hills 85010,3.2,Found,1985,-76.83631,156.14247
Allan Hills 85065,9.7,Found,1985,-76.83619,156.44564
Allan Hills 85141,10.6,Found,1985,-76.83541,156.44315
Allan Hills 85138,18,Found,1985,-76.83523,156.44748
Allan Hills 85149,16.9,Found,1985,-76.83519,156.37561
Allan Hills 85137,6.7,Found,1985,-76.83509,156.36197
Allan Hills 85119,20.6,Found,1985,-76.83338,156.17453
Allan Hills 85154,4.9,Found,1985,-76.8302,156.07011
Allan Hills 85084,18.4,Found,1985,-76.82813,156.11587
Allan Hills 85011,10.7,Found,1985,-76.82728,156.16645
Allan Hills 85038,124.9,Found,1985,-76.82632,156.13873
Allan Hills 85052,17.4,Found,1985,-76.82352,156.13328
Allan Hills 85130,99.7,Found,1985,-76.82138,156.03642
Allan Hills 85040,95.7,Found,1985,-76.81776,156.03075
Allan Hills 85048,16.9,Found,1985,-76.75243,159.38912
Allan Hills 85123,15.3,Found,1985,-76.75241,159.38914
Allan Hills 85037,141.2,Found,1985,-76.75225,159.38956
Allan Hills 85035,420.1,Found,1985,-76.73732,159.39194
Allan Hills 85151,13.9,Found,1985,-76.71667,159.66667
Allan Hills 85110,22.2,Found,1985,-76.71667,159.66667
Allan Hills 85122,61.2,Found,1985,-76.71667,159.66667
Allan Hills 85118,48,Found,1985,-76.71561,159.37424
Allan Hills 85109,20.7,Found,1985,-76.70592,159.39232
Allan Hills 85041,168,Found,1985,-76.70547,159.38484
Allan Hills 85044,104.8,Found,1985,-76.70541,159.38493
Allan Hills 85144,18.3,Found,1985,-76.69837,159.38364
Allan Hills 85094,8.7,Found,1985,-76.69828,159.3885
Allan Hills 85076,78.3,Found,1985,-76.68699,159.34667
Allan Hills 85068,3.6,Found,1985,-76.68239,159.3454
Allan Hills 85088,0.4,Found,1985,-76.68045,159.34413
Allan Hills 85153,0.4,Found,1985,-76.67951,159.34254
Allan Hills 85067,1.3,Found,1985,-76.67948,159.34227
La Criolla,45000,Fell,1985,-31.23333,-58.16667
Lavras do Sul,1000,Found,1985,-30.8,-53.9
Aldama (a),11000,Found,1985,28.83333,-105.86667
Hueco Tanks (b),150,Found,1985,31.91667,-106.15
Hueco Tanks,314,Found,1985,31.91667,-106.15
Udall Park,150,Found,1985,32.25,-110.83333
Monument Draw,524.5,Found,1985,32.50333,-102.74333
Wells,4135,Found,1985,33.05,-101.93333
Griffith,6000,Found,1985,33.71667,-102.81667
Sunray,4300,Found,1985,36,-101.83333
Cricket Mountains,10.6,Found,1985,38.90306,-112.82111
Sunstone Knoll,15.6,Found,1985,39.16278,-112.70806
Oxford,6000,Found,1985,40.16667,-99.66667
Langwies,16.5,Found,1985,46.81667,9.71667
Salzwedel,43,Fell,1985,52.75,11.05
Sverdlovsk,4500,Found,1985,57,62.7
Chaunskij,1990,Found,1985,69.1,172.6
Queen Alexandra Range 86900,1532.3,Found,1986,-84.60358,162.45587
Lewis Cliff 86162,2.2,Found,1986,-84.32291,161.95242
Lewis Cliff 86023,322,Found,1986,-84.31892,161.76298
Lewis Cliff 86211,163.1,Found,1986,-84.31177,161.25171
Lewis Cliff 86140,9.4,Found,1986,-84.30921,161.92738
Lewis Cliff 86498,134.2,Found,1986,-84.29822,161.29944
Lewis Cliff 86374,31.7,Found,1986,-84.29669,161.31934
Lewis Cliff 86311,67.1,Found,1986,-84.29647,161.31977
Lewis Cliff 86505,43.9,Found,1986,-84.29543,161.3217
Lewis Cliff 86312,101.8,Found,1986,-84.29439,161.31133
Lewis Cliff 86544,65.3,Found,1986,-84.29389,161.32657
Lewis Cliff 86373,30.1,Found,1986,-84.29212,161.33398
Lewis Cliff 86352,26.9,Found,1986,-84.2918,161.3294
Lewis Cliff 86506,30,Found,1986,-84.29179,161.29519
Lewis Cliff 86341,9.4,Found,1986,-84.29118,161.33328
Lewis Cliff 86302,40.2,Found,1986,-84.29103,161.32518
Lewis Cliff 86333,9.2,Found,1986,-84.28986,161.28593
Lewis Cliff 86020,360.5,Found,1986,-84.28687,161.56467
Lewis Cliff 86323,5.3,Found,1986,-84.28658,161.35697
Lewis Cliff 86287,41.5,Found,1986,-84.28617,161.34667
Lewis Cliff 86024,248.5,Found,1986,-84.28617,161.58303
Lewis Cliff 86089,84.8,Found,1986,-84.28526,161.58238
Lewis Cliff 86048,6.3,Found,1986,-84.28484,161.58335
Lewis Cliff 86016,525,Found,1986,-84.28473,161.5859
Lewis Cliff 86468,11.5,Found,1986,-84.28333,161.08333
Lewis Cliff 86286,44.9,Found,1986,-84.28036,161.39621
Lewis Cliff 86011,3397.5,Found,1986,-84.27992,161.61113
Lewis Cliff 86348,20.4,Found,1986,-84.27985,161.35251
Lewis Cliff 86085,196.9,Found,1986,-84.27923,161.61095
Lewis Cliff 86086,104,Found,1986,-84.27894,161.61353
Lewis Cliff 86083,198.9,Found,1986,-84.27889,161.61096
Lewis Cliff 86091,66.7,Found,1986,-84.27885,161.61701
Lewis Cliff 86100,23.6,Found,1986,-84.27858,161.61748
Lewis Cliff 86099,28.2,Found,1986,-84.27858,161.61749
Lewis Cliff 86095,14.1,Found,1986,-84.27855,161.6194
Lewis Cliff 86093,14.6,Found,1986,-84.27855,161.6194
Lewis Cliff 86094,15.4,Found,1986,-84.27855,161.6194
Lewis Cliff 86096,70.9,Found,1986,-84.27855,161.6194
Lewis Cliff 86372,11.8,Found,1986,-84.2777,161.35364
Lewis Cliff 86356,9.1,Found,1986,-84.27766,161.35575
Lewis Cliff 86340,25.1,Found,1986,-84.27756,161.35435
Lewis Cliff 86012,2157.4,Found,1986,-84.27739,161.63678
Lewis Cliff 86292,32.8,Found,1986,-84.27706,161.34768
Lewis Cliff 86013,1812.2,Found,1986,-84.27678,161.64698
Lewis Cliff 86497,6.2,Found,1986,-84.27674,161.64402
Lewis Cliff 86018,502,Found,1986,-84.27666,161.64926
Lewis Cliff 86289,17.6,Found,1986,-84.27649,161.35895
Lewis Cliff 86019,432.4,Found,1986,-84.27647,161.65025
Lewis Cliff 86492,24.8,Found,1986,-84.27642,161.65011
Lewis Cliff 86317,62.4,Found,1986,-84.27639,161.34562
Lewis Cliff 86354,23.3,Found,1986,-84.27633,161.35942
Lewis Cliff 86489,29.8,Found,1986,-84.27628,161.65134
Lewis Cliff 86508,9.6,Found,1986,-84.27625,161.65207
Lewis Cliff 86507,10.4,Found,1986,-84.27625,161.65214
Lewis Cliff 86501,84.6,Found,1986,-84.276,161.65706
Lewis Cliff 86499,24.7,Found,1986,-84.27594,161.65786
Lewis Cliff 86500,45.2,Found,1986,-84.27593,161.65789
Lewis Cliff 86509,32.9,Found,1986,-84.27579,161.65905
Lewis Cliff 86527,21.6,Found,1986,-84.27542,161.34441
Lewis Cliff 86514,65.1,Found,1986,-84.27515,161.35505
Lewis Cliff 86349,38.1,Found,1986,-84.27467,161.40213
Lewis Cliff 86517,32.4,Found,1986,-84.27455,161.40126
Lewis Cliff 86463,64.8,Found,1986,-84.27431,161.67679
Lewis Cliff 86485,51.9,Found,1986,-84.27426,161.67644
Lewis Cliff 86457,13,Found,1986,-84.27425,161.67671
Lewis Cliff 86469,11.3,Found,1986,-84.27424,161.67689
Lewis Cliff 86455,49.9,Found,1986,-84.27424,161.67671
Lewis Cliff 86466,70.9,Found,1986,-84.27424,161.67704
Lewis Cliff 86475,14.5,Found,1986,-84.27422,161.67685
Lewis Cliff 86452,19.6,Found,1986,-84.27422,161.67635
Lewis Cliff 86451,33.5,Found,1986,-84.27422,161.67648
Lewis Cliff 86454,3,Found,1986,-84.27417,161.6765
Lewis Cliff 86470,58.5,Found,1986,-84.27414,161.67823
Lewis Cliff 86471,82.9,Found,1986,-84.27413,161.67828
Lewis Cliff 86476,0.6,Found,1986,-84.27412,161.67838
Lewis Cliff 86482,7.4,Found,1986,-84.27412,161.67724
Lewis Cliff 86456,22.2,Found,1986,-84.27412,161.67904
Lewis Cliff 86461,0.6,Found,1986,-84.27411,161.67841
Lewis Cliff 86444,14.8,Found,1986,-84.27411,161.67816
Lewis Cliff 86465,26.3,Found,1986,-84.27411,161.67837
Lewis Cliff 86487,15.1,Found,1986,-84.2741,161.6779
Lewis Cliff 86479,141.2,Found,1986,-84.27408,161.68151
Lewis Cliff 86464,18.5,Found,1986,-84.27406,161.67817
Lewis Cliff 86453,49.4,Found,1986,-84.27406,161.68131
Lewis Cliff 86445,9.3,Found,1986,-84.27404,161.67881
Lewis Cliff 86486,9.7,Found,1986,-84.27403,161.67978
Lewis Cliff 86481,10.6,Found,1986,-84.27403,161.6788
Lewis Cliff 86467,0.4,Found,1986,-84.27402,161.67934
Lewis Cliff 86448,39.4,Found,1986,-84.27402,161.67932
Lewis Cliff 86474,6.8,Found,1986,-84.274,161.6823
Lewis Cliff 86462,25.3,Found,1986,-84.274,161.68216
Lewis Cliff 86265,2,Found,1986,-84.27399,161.68703
Lewis Cliff 86228,28.9,Found,1986,-84.27398,161.68713
Lewis Cliff 86472,29.7,Found,1986,-84.27398,161.68365
Lewis Cliff 86360,181.5,Found,1986,-84.27398,161.68815
Lewis Cliff 86252,32.9,Found,1986,-84.27397,161.68804
Lewis Cliff 86225,102.8,Found,1986,-84.27397,161.68717
Lewis Cliff 86459,8.2,Found,1986,-84.27396,161.68193
Lewis Cliff 86443,10.6,Found,1986,-84.27396,161.68166
Lewis Cliff 86480,12.4,Found,1986,-84.27396,161.6825
Lewis Cliff 86460,18.6,Found,1986,-84.27396,161.6814
Lewis Cliff 86277,25.4,Found,1986,-84.27396,161.68813
Lewis Cliff 86337,25.6,Found,1986,-84.27395,161.68721
Lewis Cliff 86274,36,Found,1986,-84.27394,161.68774
Lewis Cliff 86226,48.6,Found,1986,-84.27394,161.68552
Lewis Cliff 86215,123.3,Found,1986,-84.27394,161.68562
Lewis Cliff 86376,41.1,Found,1986,-84.27392,161.68942
Lewis Cliff 86319,3.2,Found,1986,-84.2739,161.68942
Lewis Cliff 86345,3.6,Found,1986,-84.2739,161.68941
Lewis Cliff 86318,6.6,Found,1986,-84.2739,161.68679
Lewis Cliff 86477,11.9,Found,1986,-84.2739,161.68536
Lewis Cliff 86234,14.3,Found,1986,-84.2739,161.68744
Lewis Cliff 86327,44.2,Found,1986,-84.2739,161.68664
Lewis Cliff 86458,18,Found,1986,-84.27389,161.68425
Lewis Cliff 86332,14.4,Found,1986,-84.27388,161.6865
Lewis Cliff 86064,24.3,Found,1986,-84.27388,161.6935
Lewis Cliff 86338,26.8,Found,1986,-84.27388,161.68599
Lewis Cliff 86306,0.6,Found,1986,-84.27387,161.68663
Lewis Cliff 86313,3.8,Found,1986,-84.27387,161.68661
Lewis Cliff 86361,5.6,Found,1986,-84.27387,161.68651
Lewis Cliff 86326,6.8,Found,1986,-84.27387,161.68641
Lewis Cliff 86310,7.6,Found,1986,-84.27387,161.68949
Lewis Cliff 86237,13.8,Found,1986,-84.27387,161.68763
Lewis Cliff 86299,25.1,Found,1986,-84.27387,161.68963
Lewis Cliff 86304,4.2,Found,1986,-84.27386,161.68661
Lewis Cliff 86484,24.1,Found,1986,-84.27386,161.68599
Lewis Cliff 86371,146.6,Found,1986,-84.27386,161.68873
Lewis Cliff 86320,3.5,Found,1986,-84.27385,161.68571
Lewis Cliff 86365,4.8,Found,1986,-84.27385,161.68562
Lewis Cliff 86362,5.9,Found,1986,-84.27385,161.68603
Lewis Cliff 86368,28.6,Found,1986,-84.27385,161.68603
Lewis Cliff 86047,68.7,Found,1986,-84.27385,161.69072
Lewis Cliff 86369,7.4,Found,1986,-84.27384,161.68986
Lewis Cliff 86336,8.3,Found,1986,-84.27384,161.68604
Lewis Cliff 86279,12.8,Found,1986,-84.27384,161.68624
Lewis Cliff 86364,19.8,Found,1986,-84.27384,161.68973
Lewis Cliff 86342,2.4,Found,1986,-84.27383,161.68894
Lewis Cliff 86316,4.3,Found,1986,-84.27383,161.68987
Lewis Cliff 86049,14.8,Found,1986,-84.27383,161.68987
Lewis Cliff 86236,1.5,Found,1986,-84.27382,161.68591
Lewis Cliff 86264,5.1,Found,1986,-84.27382,161.68591
Lewis Cliff 86261,13.8,Found,1986,-84.27382,161.68795
Lewis Cliff 86263,15.1,Found,1986,-84.27382,161.68676
Lewis Cliff 86344,17.1,Found,1986,-84.27382,161.68953
Lewis Cliff 86196,18.5,Found,1986,-84.27382,161.68676
Lewis Cliff 86330,20.7,Found,1986,-84.27382,161.68889
Lewis Cliff 86366,25.9,Found,1986,-84.27382,161.68975
Lewis Cliff 86088,38,Found,1986,-84.27382,161.69196
Lewis Cliff 86314,41.4,Found,1986,-84.27382,161.68978
Lewis Cliff 86254,8.5,Found,1986,-84.27381,161.68785
Lewis Cliff 86242,12.8,Found,1986,-84.27381,161.6875
Lewis Cliff 86296,28.5,Found,1986,-84.27381,161.68923
Lewis Cliff 86321,33.2,Found,1986,-84.27381,161.68954
Lewis Cliff 86353,4.7,Found,1986,-84.2738,161.6897
Lewis Cliff 86450,5,Found,1986,-84.2738,161.68572
Lewis Cliff 86074,19.3,Found,1986,-84.2738,161.69275
Lewis Cliff 86293,1.3,Found,1986,-84.27379,161.6898
Lewis Cliff 86278,1.4,Found,1986,-84.27379,161.68673
Lewis Cliff 86363,2.9,Found,1986,-84.27379,161.69013
Lewis Cliff 86335,3.1,Found,1986,-84.27379,161.69016
Lewis Cliff 86283,13.6,Found,1986,-84.27379,161.68789
Lewis Cliff 86315,22.7,Found,1986,-84.27379,161.68976
Lewis Cliff 86305,40.4,Found,1986,-84.27379,161.68915
Lewis Cliff 86343,6.3,Found,1986,-84.27378,161.68969
Lewis Cliff 86077,8.6,Found,1986,-84.27378,161.69237
Lewis Cliff 86221,17.6,Found,1986,-84.27378,161.68787
Lewis Cliff 86271,19.8,Found,1986,-84.27378,161.68797
Lewis Cliff 86281,55.7,Found,1986,-84.27378,161.69397
Lewis Cliff 86393,69.9,Found,1986,-84.27378,161.69387
Lewis Cliff 86059,1.8,Found,1986,-84.27377,161.69209
Lewis Cliff 86422,7.7,Found,1986,-84.27377,161.69387
Lewis Cliff 86209,12.4,Found,1986,-84.27377,161.68691
Lewis Cliff 86391,15.1,Found,1986,-84.27377,161.69328
Lewis Cliff 86044,18.8,Found,1986,-84.27377,161.69153
Lewis Cliff 86385,34.5,Found,1986,-84.27377,161.69368
Lewis Cliff 86407,36.3,Found,1986,-84.27377,161.69382
Lewis Cliff 86078,37.1,Found,1986,-84.27377,161.69207
Lewis Cliff 86442,59.1,Found,1986,-84.27377,161.69341
Lewis Cliff 86294,2,Found,1986,-84.27376,161.69016
Lewis Cliff 86052,2.4,Found,1986,-84.27376,161.69043
Lewis Cliff 86284,4,Found,1986,-84.27376,161.68699
Lewis Cliff 86243,5.7,Found,1986,-84.27376,161.68668
Lewis Cliff 86298,7.2,Found,1986,-84.27376,161.69017
Lewis Cliff 86288,10.8,Found,1986,-84.27376,161.69047
Lewis Cliff 86325,19.9,Found,1986,-84.27376,161.69052
Lewis Cliff 86045,5.4,Found,1986,-84.27375,161.69205
Lewis Cliff 86103,9.2,Found,1986,-84.27375,161.69148
Lewis Cliff 86087,10.9,Found,1986,-84.27375,161.69071
Lewis Cliff 86437,16.6,Found,1986,-84.27375,161.69293
Lewis Cliff 86382,21.8,Found,1986,-84.27375,161.69362
Lewis Cliff 86251,22.6,Found,1986,-84.27375,161.68793
Lewis Cliff 86035,77.7,Found,1986,-84.27375,161.69202
Lewis Cliff 86075,4.5,Found,1986,-84.27374,161.6907
Lewis Cliff 86301,5.1,Found,1986,-84.27374,161.69019
Lewis Cliff 86072,11.9,Found,1986,-84.27374,161.69091
Lewis Cliff 86420,13.1,Found,1986,-84.27374,161.69301
Lewis Cliff 86030,13.4,Found,1986,-84.27374,161.69222
Lewis Cliff 86029,16.5,Found,1986,-84.27374,161.69257
Lewis Cliff 86322,17.5,Found,1986,-84.27374,161.4136
Lewis Cliff 86416,18.2,Found,1986,-84.27374,161.69299
Lewis Cliff 86066,18.5,Found,1986,-84.27374,161.69169
Lewis Cliff 86028,25.9,Found,1986,-84.27374,161.69076
Lewis Cliff 86351,9.6,Found,1986,-84.27373,161.69025
Lewis Cliff 86383,10.5,Found,1986,-84.27373,161.69317
Lewis Cliff 86050,10.6,Found,1986,-84.27373,161.69228
Lewis Cliff 86388,24.2,Found,1986,-84.27373,161.6933
Lewis Cliff 86104,33.8,Found,1986,-84.27373,161.69099
Lewis Cliff 86438,45.4,Found,1986,-84.27373,161.6925
Lewis Cliff 86084,53.1,Found,1986,-84.27373,161.6909
Lewis Cliff 86031,74.5,Found,1986,-84.27373,161.69192
Lewis Cliff 86108,4.2,Found,1986,-84.27372,161.69167
Lewis Cliff 86080,13.5,Found,1986,-84.27372,161.69053
Lewis Cliff 86267,17.7,Found,1986,-84.27372,161.68663
Lewis Cliff 86434,22.5,Found,1986,-84.27372,161.6925
Lewis Cliff 86245,2.9,Found,1986,-84.27371,161.68664
Lewis Cliff 86046,4.6,Found,1986,-84.27371,161.69175
Lewis Cliff 86324,8.4,Found,1986,-84.27371,161.6936
Lewis Cliff 86431,10.4,Found,1986,-84.27371,161.69339
Lewis Cliff 86217,19.6,Found,1986,-84.27371,161.69393
Lewis Cliff 86069,0.6,Found,1986,-84.2737,161.69153
Lewis Cliff 86405,1,Found,1986,-84.2737,161.69302
Lewis Cliff 86051,2,Found,1986,-84.2737,161.69158
Lewis Cliff 86042,5.4,Found,1986,-84.2737,161.69157
Lewis Cliff 86063,7,Found,1986,-84.2737,161.69159
Lewis Cliff 86071,8.1,Found,1986,-84.2737,161.69157
Lewis Cliff 86036,9.3,Found,1986,-84.2737,161.69154
Lewis Cliff 86070,19.2,Found,1986,-84.2737,161.69153
Lewis Cliff 86510,24.1,Found,1986,-84.2737,161.69159
Lewis Cliff 86200,2.9,Found,1986,-84.27369,161.6869
Lewis Cliff 86068,6.3,Found,1986,-84.27369,161.69165
Lewis Cliff 86081,28.4,Found,1986,-84.27369,161.69162
Lewis Cliff 86053,4.2,Found,1986,-84.27368,161.69204
Lewis Cliff 86056,6.8,Found,1986,-84.27368,161.69162
Lewis Cliff 86257,3.7,Found,1986,-84.27367,161.69406
Lewis Cliff 86230,2.4,Found,1986,-84.27366,161.69391
Lewis Cliff 86285,4.2,Found,1986,-84.27366,161.69394
Lewis Cliff 86194,10,Found,1986,-84.27366,161.69394
Lewis Cliff 86197,18,Found,1986,-84.27366,161.69375
Lewis Cliff 86032,1.4,Found,1986,-84.27363,161.69347
Lewis Cliff 86297,3,Found,1986,-84.27363,161.41336
Lewis Cliff 86255,25.3,Found,1986,-84.27362,161.69377
Lewis Cliff 86483,10,Found,1986,-84.27311,161.36876
Lewis Cliff 86478,1.9,Found,1986,-84.27304,161.41483
Lewis Cliff 86328,7.2,Found,1986,-84.27283,161.41455
Lewis Cliff 86370,8.7,Found,1986,-84.27278,161.41506
Lewis Cliff 86525,46.3,Found,1986,-84.27189,161.35412
Lewis Cliff 86347,3.1,Found,1986,-84.27158,161.41895
Lewis Cliff 86334,6.2,Found,1986,-84.27145,161.4175
Lewis Cliff 86367,10.5,Found,1986,-84.27142,161.42937
Lewis Cliff 86307,4.9,Found,1986,-84.2713,161.43136
Lewis Cliff 86540,21.1,Found,1986,-84.27121,161.35133
Lewis Cliff 86522,42.7,Found,1986,-84.27116,161.35147
Lewis Cliff 86329,5,Found,1986,-84.2706,161.41011
Lewis Cliff 86339,21.3,Found,1986,-84.27052,161.4121
Lewis Cliff 86295,43.8,Found,1986,-84.27048,161.40849
Lewis Cliff 86240,7.1,Found,1986,-84.27032,161.36955
Lewis Cliff 86300,9,Found,1986,-84.27023,161.41375
Lewis Cliff 86357,3.4,Found,1986,-84.27015,161.41279
Lewis Cliff 86309,13.8,Found,1986,-84.27015,161.40904
Lewis Cliff 86531,21.1,Found,1986,-84.2701,161.35767
Lewis Cliff 86308,3.1,Found,1986,-84.27004,161.41019
Lewis Cliff 86358,5,Found,1986,-84.27,161.41035
Lewis Cliff 86359,2.7,Found,1986,-84.26965,161.41847
Lewis Cliff 86346,3.2,Found,1986,-84.26962,161.41687
Lewis Cliff 86377,2,Found,1986,-84.26952,161.41156
Lewis Cliff 86375,10.5,Found,1986,-84.26943,161.41031
Lewis Cliff 86449,4.3,Found,1986,-84.2694,161.41639
Lewis Cliff 86446,9.8,Found,1986,-84.26936,161.42773
Lewis Cliff 86002,32.6,Found,1986,-84.26906,161.36266
Lewis Cliff 86195,41.5,Found,1986,-84.2688,161.36236
Lewis Cliff 86524,23.4,Found,1986,-84.26857,161.34523
Lewis Cliff 86232,19.4,Found,1986,-84.26836,161.37121
Lewis Cliff 86202,12.2,Found,1986,-84.2679,161.37118
Lewis Cliff 86533,15.7,Found,1986,-84.26756,161.3631
Lewis Cliff 86495,2.5,Found,1986,-84.26733,161.42405
Lewis Cliff 86493,4.6,Found,1986,-84.26731,161.42471
Lewis Cliff 86513,6.1,Found,1986,-84.26714,161.39023
Lewis Cliff 86491,15,Found,1986,-84.26703,161.41027
Lewis Cliff 86502,25.3,Found,1986,-84.26657,161.39826
Lewis Cliff 86204,22.5,Found,1986,-84.26644,161.36411
Lewis Cliff 86494,13.7,Found,1986,-84.26626,161.39601
Lewis Cliff 86503,22.5,Found,1986,-84.26583,161.40174
Lewis Cliff 86473,20.8,Found,1986,-84.26487,161.40626
Lewis Cliff 86017,687.6,Found,1986,-84.26459,161.23374
Lewis Cliff 86266,40.8,Found,1986,-84.26421,161.39632
Lewis Cliff 86262,10.1,Found,1986,-84.26367,161.42074
Lewis Cliff 86224,6.9,Found,1986,-84.26184,161.35958
Lewis Cliff 86167,13,Found,1986,-84.26164,161.35686
Lewis Cliff 86015,780.1,Found,1986,-84.26049,161.37262
Lewis Cliff 86105,6.4,Found,1986,-84.26032,161.38016
Lewis Cliff 86098,52.8,Found,1986,-84.26009,161.35212
Lewis Cliff 86102,21.8,Found,1986,-84.25945,161.34653
Lewis Cliff 86150,7.2,Found,1986,-84.25942,161.36625
Lewis Cliff 86120,32.9,Found,1986,-84.25934,161.35931
Lewis Cliff 86107,47.3,Found,1986,-84.25934,161.3914
Lewis Cliff 86160,15.4,Found,1986,-84.25914,161.37845
Lewis Cliff 86165,18.2,Found,1986,-84.25909,161.41026
Lewis Cliff 86065,9.2,Found,1986,-84.25881,161.4208
Lewis Cliff 86033,21.5,Found,1986,-84.2588,161.33802
Lewis Cliff 86043,13.5,Found,1986,-84.25879,161.41884
Lewis Cliff 86149,18.8,Found,1986,-84.25868,161.34873
Lewis Cliff 86127,11.9,Found,1986,-84.25867,161.41623
Lewis Cliff 86169,25.8,Found,1986,-84.25865,161.37228
Lewis Cliff 86130,2.7,Found,1986,-84.25862,161.41322
Lewis Cliff 86189,10.3,Found,1986,-84.25862,161.41297
Lewis Cliff 86179,5.4,Found,1986,-84.25861,161.41604
Lewis Cliff 86181,30.6,Found,1986,-84.2585,161.38813
Lewis Cliff 86180,10.9,Found,1986,-84.25849,161.39663
Lewis Cliff 86183,22.9,Found,1986,-84.25846,161.34923
Lewis Cliff 86151,12.7,Found,1986,-84.25837,161.40172
Lewis Cliff 86161,29,Found,1986,-84.25835,161.43031
Lewis Cliff 86090,23.2,Found,1986,-84.25828,161.34092
Lewis Cliff 86156,24.5,Found,1986,-84.25819,161.39785
Lewis Cliff 86185,4.8,Found,1986,-84.25817,161.34294
Lewis Cliff 86061,8.8,Found,1986,-84.25817,161.38257
Lewis Cliff 86058,22.3,Found,1986,-84.25817,161.40303
Lewis Cliff 86186,47.5,Found,1986,-84.25817,161.34324
Lewis Cliff 86092,20.6,Found,1986,-84.25813,161.39688
Lewis Cliff 86139,3.8,Found,1986,-84.2581,161.41952
Lewis Cliff 86005,4.7,Found,1986,-84.25807,161.41638
Lewis Cliff 86190,28.4,Found,1986,-84.25806,161.34775
Lewis Cliff 86173,1.8,Found,1986,-84.25799,161.39458
Lewis Cliff 86121,7.6,Found,1986,-84.25796,161.40188
Lewis Cliff 86008,5.6,Found,1986,-84.25793,161.41149
Lewis Cliff 86143,23.4,Found,1986,-84.25792,161.34166
Lewis Cliff 86178,13.5,Found,1986,-84.25789,161.38159
Lewis Cliff 86177,19.4,Found,1986,-84.25789,161.38251
Lewis Cliff 86136,12.5,Found,1986,-84.25783,161.4132
Lewis Cliff 86123,11.5,Found,1986,-84.25773,161.38703
Lewis Cliff 86114,8.7,Found,1986,-84.25771,161.38104
Lewis Cliff 86113,6.8,Found,1986,-84.25769,161.40851
Lewis Cliff 86350,19.2,Found,1986,-84.25767,161.38104
Lewis Cliff 86145,3.8,Found,1986,-84.25761,161.45947
Lewis Cliff 86147,12.8,Found,1986,-84.2576,161.36651
Lewis Cliff 86175,2.4,Found,1986,-84.25758,161.47106
Lewis Cliff 86159,8.2,Found,1986,-84.25755,161.34853
Lewis Cliff 86188,6.1,Found,1986,-84.25753,161.41169
Lewis Cliff 86187,11.1,Found,1986,-84.25752,161.37819
Lewis Cliff 86125,13.7,Found,1986,-84.25751,161.36679
Lewis Cliff 86170,4.2,Found,1986,-84.25748,161.48621
Lewis Cliff 86154,9,Found,1986,-84.25747,161.40135
Lewis Cliff 86097,2.5,Found,1986,-84.25744,161.48632
Lewis Cliff 86134,28.9,Found,1986,-84.25739,161.34258
Lewis Cliff 86118,29.7,Found,1986,-84.25729,161.39368
Lewis Cliff 86138,46.9,Found,1986,-84.25724,161.36078
Lewis Cliff 86009,6.5,Found,1986,-84.25721,161.43109
Lewis Cliff 86110,33.7,Found,1986,-84.25719,161.35229
Lewis Cliff 86117,13.5,Found,1986,-84.25718,161.47882
Lewis Cliff 86168,18.3,Found,1986,-84.25715,161.391
Lewis Cliff 86153,30.8,Found,1986,-84.25715,161.38959
Lewis Cliff 86172,6.9,Found,1986,-84.25712,161.34279
Lewis Cliff 86119,44.3,Found,1986,-84.25711,161.38653
Lewis Cliff 86137,6.5,Found,1986,-84.2571,161.4014
Lewis Cliff 86191,11.3,Found,1986,-84.25709,161.37906
Lewis Cliff 86148,1.7,Found,1986,-84.25705,161.4721
Lewis Cliff 86141,4.7,Found,1986,-84.25704,161.39527
Lewis Cliff 86014,662.4,Found,1986,-84.25702,161.3452
Lewis Cliff 86129,7,Found,1986,-84.25699,161.41762
Lewis Cliff 86116,16.7,Found,1986,-84.25699,161.40284
Lewis Cliff 86184,15.9,Found,1986,-84.25695,161.35493
Lewis Cliff 86174,27.2,Found,1986,-84.25692,161.37667
